Date,TONAR
2020-01-27,-0.0004938684503901897
2020-01-27,-0.0004860646599777034
2020-01-27,-0.00047826086956521746
2020-01-27,-0.0004704570791527313
2020-01-27,-0.0004626532887402452
2020-01-27,-0.0004704570791527313
2020-01-27,-0.00047826086956521746
2020-01-27,-0.0004860646599777034
2020-01-27,-0.00042363433667781496
2020-01-27,-0.00042363433667781496
2020-01-28,-0.0004158305462653288
2020-01-28,-0.0004626532887402452
2020-01-28,-0.0004548494983277593
2020-01-28,-0.00044704570791527314
2020-01-28,-0.0004548494983277593
2020-01-28,-0.0004158305462653288
2020-01-29,-0.0004158305462653288
2020-01-29,-0.00044704570791527314
2020-01-29,-0.0004158305462653288
2020-01-30,-0.0004080267558528429
2020-01-30,-0.00044704570791527314
2020-01-30,-0.00044704570791527314
2020-01-30,-0.0004080267558528429
2020-01-31,-0.0004080267558528429
2020-01-31,-0.000439241917502787
2020-01-31,-0.000439241917502787
2020-01-31,-0.0004080267558528429
2020-02-01,-0.0004002229654403568
2020-02-01,-0.000439241917502787
2020-02-01,-0.000439241917502787
2020-02-01,-0.0004002229654403568
2020-02-02,-0.0004002229654403568
2020-02-02,-0.0004314381270903011
2020-02-02,-0.0004314381270903011
2020-02-02,-0.0004002229654403568
2020-02-03,-0.00039241917502787064
2020-02-03,-0.0004314381270903011
2020-02-03,-0.0004314381270903011
2020-02-03,-0.00039241917502787064
2020-02-04,-0.00042363433667781496
2020-02-04,-0.00042363433667781496
2020-02-04,-0.00042363433667781496
2020-02-05,-0.00042363433667781496
2020-02-05,-0.00039241917502787064
2020-02-06,-0.00039241917502787064
2020-02-06,-0.0004002229654403568
2020-02-07,-0.0004002229654403568
2020-02-07,-0.00044704570791527314
2020-02-07,-0.0004002229654403568
2020-02-08,-0.0004002229654403568
2020-02-08,-0.00044704570791527314
2020-02-08,-0.00044704570791527314
2020-02-09,-0.00044704570791527314
2020-02-10,-0.0004444444444444444
2020-02-11,-0.00044184318097361574
2020-02-12,-0.000439241917502787
2020-02-13,-0.000439241917502787
2020-02-13,-0.000439241917502787
2020-02-13,-0.0004938684503901897
2020-02-13,-0.000439241917502787
2020-02-14,-0.0004938684503901897
2020-02-14,-0.0004938684503901897
2020-02-15,-0.0005016722408026756
2020-02-15,-0.0004938684503901897
2020-02-15,-0.0004626532887402452
2020-02-16,-0.0004626532887402452
2020-02-16,-0.0005016722408026756
2020-02-17,-0.0004626532887402452
2020-02-17,-0.0005094760312151616
2020-02-17,-0.0005094760312151616
2020-02-18,-0.0005094760312151616
2020-02-18,-0.0004626532887402452
2020-02-19,-0.0004509476031215161
2020-02-20,-0.000439241917502787
2020-02-21,-0.0004275362318840579
2020-02-22,-0.0004158305462653288
2020-02-22,-0.00042363433667781496
2020-02-22,-0.00047826086956521746
2020-02-22,-0.0004704570791527313
2020-02-22,-0.0004626532887402452
2020-02-22,-0.0004704570791527313
2020-02-22,-0.0004314381270903011
2020-02-22,-0.00042363433667781496
2020-02-23,-0.000431438127090301
2020-02-24,-0.000439241917502787
2020-02-25,-0.000439241917502787
2020-02-26,-0.0003768115942028986
2020-02-26,-0.000439241917502787
2020-02-26,-0.000439241917502787
2020-02-27,-0.00044704570791527314
2020-02-27,-0.00047826086956521746
2020-02-27,-0.00047826086956521746
2020-02-27,-0.00044704570791527314
2020-02-27,-0.0003768115942028986
2020-02-28,-0.0003768115942028986
2020-02-28,-0.0004860646599777034
2020-02-28,-0.0005094760312151616
2020-02-28,-0.0005094760312151616
2020-02-28,-0.0004860646599777034
2020-02-29,-0.0004080267558528429
2020-02-29,-0.0003846153846153845
2020-02-29,-0.0005172798216276479
2020-02-29,-0.0005406911928651061
2020-02-29,-0.0005406911928651061
2020-02-29,-0.0005172798216276479
2020-02-29,-0.00039241917502787064
2020-02-29,-0.0004080267558528429
2020-03-01,-0.000439241917502787
2020-03-01,-0.0004158305462653288
2020-03-01,-0.000548494983277592
2020-03-01,-0.0005719063545150502
2020-03-01,-0.0005719063545150502
2020-03-01,-0.000548494983277592
2020-03-01,-0.0004158305462653288
2020-03-01,-0.000439241917502787
2020-03-02,-0.0005016722408026756
2020-03-02,-0.00047826086956521746
2020-03-02,-0.0004704570791527313
2020-03-02,-0.00044704570791527314
2020-03-02,-0.0005797101449275361
2020-03-02,-0.0006031215161649945
2020-03-02,-0.0006109253065774804
2020-03-02,-0.0006421404682274247
2020-03-02,-0.0006421404682274247
2020-03-02,-0.0006109253065774804
2020-03-02,-0.0006031215161649945
2020-03-02,-0.0005797101449275361
2020-03-02,-0.00044704570791527314
2020-03-02,-0.0004704570791527313
2020-03-02,-0.00047826086956521746
2020-03-02,-0.0005016722408026756
2020-03-03,-0.0005406911928651061
2020-03-03,-0.0005094760312151616
2020-03-03,-0.0006499442586399109
2020-03-03,-0.0006733556298773691
2020-03-03,-0.0006733556298773691
2020-03-03,-0.0006499442586399109
2020-03-03,-0.0005094760312151616
2020-03-03,-0.0005406911928651061
2020-03-04,-0.0005719063545150502
2020-03-04,-0.000548494983277592
2020-03-04,-0.000681159420289855
2020-03-04,-0.0007045707915273132
2020-03-04,-0.0007045707915273132
2020-03-04,-0.000681159420289855
2020-03-04,-0.000548494983277592
2020-03-04,-0.0005719063545150502
2020-03-05,-0.0006031215161649945
2020-03-05,-0.0005797101449275361
2020-03-05,-0.0007123745819397995
2020-03-05,-0.0007357859531772577
2020-03-05,-0.0007357859531772577
2020-03-05,-0.0007123745819397995
2020-03-05,-0.0005797101449275361
2020-03-05,-0.0006031215161649945
2020-03-06,-0.0006343366778149386
2020-03-06,-0.0006109253065774804
2020-03-06,-0.0007435897435897436
2020-03-06,-0.0007748049052396877
2020-03-06,-0.0007748049052396877
2020-03-06,-0.0007435897435897436
2020-03-06,-0.0006109253065774804
2020-03-06,-0.0006343366778149386
2020-03-07,-0.0006733556298773691
2020-03-07,-0.0006421404682274247
2020-03-07,-0.0007826086956521741
2020-03-07,-0.0007982162764771461
2020-03-07,-0.0007982162764771461
2020-03-07,-0.0007826086956521741
2020-03-07,-0.0006421404682274247
2020-03-07,-0.0006733556298773691
2020-03-08,-0.0007045707915273132
2020-03-08,-0.000681159420289855
2020-03-08,-0.0008060200668896322
2020-03-08,-0.0008138238573021182
2020-03-08,-0.000681159420289855
2020-03-08,-0.0007045707915273132
2020-03-09,-0.0007357859531772577
2020-03-09,-0.0007123745819397995
2020-03-09,-0.0008138238573021182
2020-03-09,-0.0007123745819397995
2020-03-09,-0.0007357859531772577
2020-03-10,-0.0007826086956521741
2020-03-10,-0.0007748049052396877
2020-03-10,-0.0007670011148272018
2020-03-10,-0.0007435897435897436
2020-03-10,-0.0008216276477146043
2020-03-10,-0.0008216276477146043
2020-03-10,-0.0007435897435897436
2020-03-10,-0.0007670011148272018
2020-03-10,-0.0007748049052396877
2020-03-10,-0.00079041248606466
2020-03-11,-0.00079041248606466
2020-03-11,-0.0008216276477146043
2020-03-11,-0.0008216276477146043
2020-03-12,-0.00079041248606466
2020-03-12,-0.0008294314381270904
2020-03-12,-0.0008294314381270904
2020-03-12,-0.00079041248606466
2020-03-13,-0.0007982162764771461
2020-03-13,-0.0007982162764771461
2020-03-14,-0.0008294314381270904
2020-03-14,-0.0008294314381270904
2020-03-15,-0.0008372352285395763
2020-03-15,-0.0008372352285395763
2020-03-16,-0.0007982162764771461
2020-03-16,-0.0007982162764771461
2020-03-17,-0.0008372352285395763
2020-03-17,-0.0008372352285395763
2020-03-17,-0.0008060200668896322
2020-03-17,-0.00079041248606466
2020-03-18,-0.0007591973244147159
2020-03-18,-0.0007826086956521741
2020-03-18,-0.0008450390189520625
2020-03-18,-0.0008450390189520625
2020-03-18,-0.0007826086956521741
2020-03-18,-0.0007591973244147159
2020-03-19,-0.0007045707915273132
2020-03-19,-0.0007279821627647713
2020-03-19,-0.0007357859531772577
2020-03-19,-0.0007513935340022295
2020-03-19,-0.0008372352285395763
2020-03-19,-0.0008372352285395763
2020-03-19,-0.0008294314381270904
2020-03-19,-0.0007513935340022295
2020-03-19,-0.0007357859531772577
2020-03-19,-0.0007279821627647713
2020-03-19,-0.0007045707915273132
2020-03-20,-0.0006733556298773691
2020-03-20,-0.0006967670011148272
2020-03-20,-0.0008216276477146043
2020-03-20,-0.0007982162764771461
2020-03-20,-0.0007982162764771461
2020-03-20,-0.0008216276477146043
2020-03-20,-0.0006967670011148272
2020-03-20,-0.0006733556298773691
2020-03-21,-0.0006421404682274247
2020-03-21,-0.0006655518394648829
2020-03-21,-0.00079041248606466
2020-03-21,-0.0007670011148272018
2020-03-21,-0.0007670011148272018
2020-03-21,-0.00079041248606466
2020-03-21,-0.0006655518394648829
2020-03-21,-0.0006421404682274247
2020-03-22,-0.0006109253065774804
2020-03-22,-0.0006343366778149386
2020-03-22,-0.0007591973244147159
2020-03-22,-0.0007357859531772577
2020-03-22,-0.0007357859531772577
2020-03-22,-0.0007591973244147159
2020-03-22,-0.0006343366778149386
2020-03-22,-0.0006109253065774804
2020-03-23,-0.0005797101449275361
2020-03-23,-0.0006031215161649945
2020-03-23,-0.0007279821627647713
2020-03-23,-0.0007045707915273132
2020-03-23,-0.0007045707915273132
2020-03-23,-0.0007279821627647713
2020-03-23,-0.0006031215161649945
2020-03-23,-0.0005797101449275361
2020-03-24,-0.000548494983277592
2020-03-24,-0.0005719063545150502
2020-03-24,-0.0006967670011148272
2020-03-24,-0.0006733556298773691
2020-03-24,-0.0006733556298773691
2020-03-24,-0.0006967670011148272
2020-03-24,-0.0005719063545150502
2020-03-24,-0.000548494983277592
2020-03-25,-0.0005172798216276479
2020-03-25,-0.0005406911928651061
2020-03-25,-0.0006655518394648829
2020-03-25,-0.0006421404682274247
2020-03-25,-0.0006421404682274247
2020-03-25,-0.0006655518394648829
2020-03-25,-0.0005406911928651061
2020-03-25,-0.0005172798216276479
2020-03-26,-0.0004860646599777034
2020-03-26,-0.0005094760312151616
2020-03-26,-0.0006343366778149386
2020-03-26,-0.0006187290969899666
2020-03-26,-0.0006187290969899666
2020-03-26,-0.0006343366778149386
2020-03-26,-0.0005094760312151616
2020-03-26,-0.0004860646599777034
2020-03-27,-0.0004626532887402452
2020-03-27,-0.00047826086956521746
2020-03-27,-0.0006109253065774804
2020-03-27,-0.0005875139353400222
2020-03-27,-0.0005875139353400222
2020-03-27,-0.0006109253065774804
2020-03-27,-0.00047826086956521746
2020-03-27,-0.0004626532887402452
2020-03-28,-0.0004080267558528429
2020-03-28,-0.00042363433667781496
2020-03-28,-0.0004314381270903011
2020-03-28,-0.0004548494983277593
2020-03-28,-0.0005797101449275361
2020-03-28,-0.0005562987736900779
2020-03-28,-0.000548494983277592
2020-03-28,-0.0005250836120401338
2020-03-28,-0.0005250836120401338
2020-03-28,-0.000548494983277592
2020-03-28,-0.0005562987736900779
2020-03-28,-0.0005797101449275361
2020-03-28,-0.0004548494983277593
2020-03-28,-0.0004314381270903011
2020-03-28,-0.00042363433667781496
2020-03-28,-0.0004158305462653288
2020-03-29,-0.0005172798216276479
2020-03-29,-0.0004938684503901897
2020-03-29,-0.0004860646599777034
2020-03-29,-0.0005172798216276479
2020-03-29,-0.0004080267558528429
2020-03-30,-0.0004860646599777034
2020-03-30,-0.0004080267558528429
2020-03-31,-0.0004080267558528429
2020-03-31,-0.0004938684503901897
2020-03-31,-0.0005172798216276479
2020-03-31,-0.0005172798216276479
2020-03-31,-0.0004860646599777034
2020-04-01,-0.000439241917502787
2020-04-01,-0.0004158305462653288
2020-04-01,-0.0005250836120401338
2020-04-01,-0.0005406911928651061
2020-04-01,-0.0005406911928651061
2020-04-01,-0.0005250836120401338
2020-04-01,-0.00042363433667781496
2020-04-01,-0.000439241917502787
2020-04-02,-0.0004626532887402452
2020-04-02,-0.00044704570791527314
2020-04-02,-0.000548494983277592
2020-04-02,-0.0005641025641025641
2020-04-02,-0.0005641025641025641
2020-04-02,-0.000548494983277592
2020-04-02,-0.00044704570791527314
2020-04-02,-0.0004626532887402452
2020-04-03,-0.0004860646599777034
2020-04-03,-0.0004704570791527313
2020-04-03,-0.0005719063545150502
2020-04-03,-0.0005953177257525084
2020-04-03,-0.0005953177257525084
2020-04-03,-0.0005719063545150502
2020-04-03,-0.0004704570791527313
2020-04-03,-0.0004860646599777034
2020-04-04,-0.0005094760312151616
2020-04-04,-0.0004938684503901897
2020-04-04,-0.0006031215161649945
2020-04-04,-0.0006187290969899666
2020-04-04,-0.0006187290969899666
2020-04-04,-0.0006031215161649945
2020-04-04,-0.0004938684503901897
2020-04-04,-0.0005094760312151616
2020-04-05,-0.0005406911928651061
2020-04-05,-0.0005172798216276479
2020-04-05,-0.0006265328874024527
2020-04-05,-0.0006421404682274247
2020-04-05,-0.0006421404682274247
2020-04-05,-0.0006265328874024527
2020-04-05,-0.0005172798216276479
2020-04-05,-0.0005406911928651061
2020-04-06,-0.0005875139353400222
2020-04-06,-0.0005719063545150502
2020-04-06,-0.0005641025641025641
2020-04-06,-0.000548494983277592
2020-04-06,-0.0006499442586399109
2020-04-06,-0.0006733556298773691
2020-04-06,-0.000681159420289855
2020-04-06,-0.0006889632107023413
2020-04-06,-0.0006733556298773691
2020-04-06,-0.0006499442586399109
2020-04-06,-0.000548494983277592
2020-04-06,-0.0005641025641025641
2020-04-06,-0.0005719063545150502
2020-04-06,-0.0005875139353400222
2020-04-07,-0.0006109253065774804
2020-04-07,-0.0005953177257525084
2020-04-07,-0.0006889632107023413
2020-04-07,-0.0005953177257525084
2020-04-07,-0.0006109253065774804
2020-04-08,-0.0006421404682274247
2020-04-08,-0.0006187290969899666
2020-04-08,-0.0006187290969899666
2020-04-08,-0.0006421404682274247
2020-04-09,-0.0006499442586399109
2020-04-09,-0.0006577480490523968
2020-04-10,-0.0006577480490523968
2020-04-11,-0.0006639910813823857
2020-04-12,-0.0006702341137123746
2020-04-13,-0.0006764771460423635
2020-04-14,-0.0006827201783723524
2020-04-15,-0.0006889632107023413
2020-04-15,-0.0006889632107023413
2020-04-16,-0.0006577480490523968
2020-04-16,-0.0006967670011148272
2020-04-16,-0.0006967670011148272
2020-04-16,-0.0006577480490523968
2020-04-17,-0.0006655518394648829
2020-04-17,-0.0006655518394648829
2020-04-18,-0.0006655518394648829
2020-04-19,-0.0006655518394648829
2020-04-20,-0.0006655518394648829
2020-04-21,-0.0006655518394648829
2020-04-22,-0.0006655518394648829
2020-04-22,-0.0006967670011148272
2020-04-22,-0.0006967670011148272
2020-04-22,-0.0006655518394648829
2020-04-23,-0.0006733556298773691
2020-04-23,-0.0007045707915273132
2020-04-23,-0.0007045707915273132
2020-04-23,-0.0006733556298773691
2020-04-24,-0.0006837606837606838
2020-04-25,-0.0006941657376439985
2020-04-26,-0.0007045707915273132
2020-04-26,-0.0007045707915273132
2020-04-27,-0.0006733556298773691
2020-04-27,-0.0007123745819397995
2020-04-27,-0.0007123745819397995
2020-04-28,-0.0006577480490523968
2020-04-28,-0.0006655518394648829
2020-04-28,-0.0007123745819397995
2020-04-28,-0.0006733556298773691
2020-04-28,-0.0006655518394648829
2020-04-29,-0.0007123745819397995
2020-04-30,-0.0006343366778149386
2020-04-30,-0.0006421404682274247
2020-04-30,-0.0006499442586399109
2020-04-30,-0.0006421404682274247
2020-05-01,-0.0006967670011148272
2020-05-01,-0.0006889632107023413
2020-05-01,-0.000681159420289855
2020-05-01,-0.0006889632107023413
2020-05-02,-0.0006109253065774804
2020-05-02,-0.0006187290969899666
2020-05-02,-0.0006733556298773691
2020-05-02,-0.0006655518394648829
2020-05-02,-0.0006577480490523968
2020-05-02,-0.0006655518394648829
2020-05-02,-0.0006265328874024527
2020-05-02,-0.0006187290969899666
2020-05-03,-0.0005992196209587513
2020-05-04,-0.0005797101449275361
2020-05-04,-0.0005875139353400222
2020-05-04,-0.0006499442586399109
2020-05-04,-0.0006421404682274247
2020-05-04,-0.0006343366778149386
2020-05-04,-0.0006421404682274247
2020-05-04,-0.0005953177257525084
2020-05-04,-0.0005875139353400222
2020-05-05,-0.0005719063545150501
2020-05-06,-0.0005562987736900779
2020-05-06,-0.0005641025641025641
2020-05-06,-0.0006265328874024527
2020-05-06,-0.0006187290969899666
2020-05-06,-0.0006109253065774804
2020-05-06,-0.0006187290969899666
2020-05-06,-0.0005719063545150502
2020-05-06,-0.0005641025641025641
2020-05-07,-0.0005484949832775919
2020-05-08,-0.0005328874024526197
2020-05-08,-0.0005406911928651061
2020-05-08,-0.0006031215161649945
2020-05-08,-0.0005953177257525084
2020-05-08,-0.0005875139353400222
2020-05-08,-0.0005953177257525084
2020-05-08,-0.000548494983277592
2020-05-08,-0.0005406911928651061
2020-05-09,-0.0005250836120401338
2020-05-10,-0.0005094760312151616
2020-05-10,-0.0005172798216276479
2020-05-10,-0.0005797101449275361
2020-05-10,-0.0005719063545150502
2020-05-10,-0.0005641025641025641
2020-05-10,-0.0005719063545150502
2020-05-10,-0.0005250836120401338
2020-05-10,-0.0005172798216276479
2020-05-11,-0.0004860646599777034
2020-05-11,-0.0004938684503901897
2020-05-11,-0.0005562987736900779
2020-05-11,-0.000548494983277592
2020-05-11,-0.0005016722408026756
2020-05-11,-0.0004938684503901897
2020-05-12,-0.0005562987736900779
2020-05-12,-0.0005562987736900779
2020-05-12,-0.0004860646599777034
2020-05-13,-0.0005641025641025641
2020-05-13,-0.0005797101449275361
2020-05-13,-0.0005797101449275361
2020-05-13,-0.0005562987736900779
2020-05-13,-0.0004860646599777034
2020-05-14,-0.0004860646599777034
2020-05-14,-0.0005875139353400222
2020-05-14,-0.0006109253065774804
2020-05-14,-0.0006109253065774804
2020-05-14,-0.0005875139353400222
2020-05-15,-0.0005172798216276479
2020-05-15,-0.0004938684503901897
2020-05-15,-0.0006187290969899666
2020-05-15,-0.0006343366778149386
2020-05-15,-0.0006343366778149386
2020-05-15,-0.0006187290969899666
2020-05-15,-0.0005016722408026756
2020-05-15,-0.0005172798216276479
2020-05-16,-0.000548494983277592
2020-05-16,-0.0005250836120401338
2020-05-16,-0.0006421404682274247
2020-05-16,-0.0006655518394648829
2020-05-16,-0.0006655518394648829
2020-05-16,-0.0006421404682274247
2020-05-16,-0.0005250836120401338
2020-05-16,-0.000548494983277592
2020-05-17,-0.0005719063545150502
2020-05-17,-0.0005562987736900779
2020-05-17,-0.0006733556298773691
2020-05-17,-0.0006967670011148272
2020-05-17,-0.0006967670011148272
2020-05-17,-0.0006733556298773691
2020-05-17,-0.0005562987736900779
2020-05-17,-0.0005719063545150502
2020-05-18,-0.0006031215161649945
2020-05-18,-0.0005797101449275361
2020-05-18,-0.0007045707915273132
2020-05-18,-0.0007279821627647713
2020-05-18,-0.0007279821627647713
2020-05-18,-0.0007045707915273132
2020-05-18,-0.0005797101449275361
2020-05-18,-0.0006031215161649945
2020-05-19,-0.0006655518394648829
2020-05-19,-0.0006421404682274247
2020-05-19,-0.0006343366778149386
2020-05-19,-0.0006109253065774804
2020-05-19,-0.0007357859531772577
2020-05-19,-0.0007513935340022295
2020-05-19,-0.0007591973244147159
2020-05-19,-0.0007826086956521741
2020-05-19,-0.0007826086956521741
2020-05-19,-0.0007591973244147159
2020-05-19,-0.0007513935340022295
2020-05-19,-0.0007357859531772577
2020-05-19,-0.0006109253065774804
2020-05-19,-0.0006343366778149386
2020-05-19,-0.0006421404682274247
2020-05-19,-0.0006655518394648829
2020-05-20,-0.0006889632107023413
2020-05-20,-0.0006733556298773691
2020-05-20,-0.00079041248606466
2020-05-20,-0.0008060200668896322
2020-05-20,-0.0007982162764771461
2020-05-20,-0.00079041248606466
2020-05-20,-0.0006733556298773691
2020-05-20,-0.0006889632107023413
2020-05-21,-0.0007201783723522854
2020-05-21,-0.0006967670011148272
2020-05-21,-0.0008060200668896322
2020-05-21,-0.0006967670011148272
2020-05-21,-0.0007201783723522854
2020-05-22,-0.0007513935340022295
2020-05-22,-0.0007279821627647713
2020-05-22,-0.0007279821627647713
2020-05-22,-0.0007513935340022295
2020-05-23,-0.0007670011148272018
2020-05-23,-0.0007591973244147159
2020-05-23,-0.0007591973244147159
2020-05-23,-0.0007748049052396877
2020-05-24,-0.0007748049052396877
2020-05-25,-0.0007748049052396877
2020-05-26,-0.0007748049052396877
2020-05-27,-0.0007748049052396877
2020-05-28,-0.0007748049052396877
2020-05-29,-0.0007748049052396877
2020-05-30,-0.0007748049052396877
2020-05-31,-0.0007748049052396877
2020-06-01,-0.0007591973244147159
2020-06-01,-0.0007670011148272018
2020-06-01,-0.0007748049052396877
2020-06-01,-0.0007591973244147159
2020-06-02,-0.0007357859531772577
2020-06-02,-0.0007513935340022295
2020-06-02,-0.0008060200668896322
2020-06-02,-0.0007513935340022295
2020-06-02,-0.0007357859531772577
2020-06-03,-0.0007045707915273132
2020-06-03,-0.0007279821627647713
2020-06-03,-0.0008060200668896322
2020-06-03,-0.0007279821627647713
2020-06-03,-0.0007045707915273132
2020-06-04,-0.000681159420289855
2020-06-04,-0.0006967670011148272
2020-06-04,-0.0007982162764771461
2020-06-04,-0.0007826086956521741
2020-06-04,-0.0007826086956521741
2020-06-04,-0.00079041248606466
2020-06-04,-0.0006967670011148272
2020-06-04,-0.000681159420289855
2020-06-05,-0.0006577480490523968
2020-06-05,-0.0006733556298773691
2020-06-05,-0.0007748049052396877
2020-06-05,-0.0007591973244147159
2020-06-05,-0.0007591973244147159
2020-06-05,-0.0007748049052396877
2020-06-05,-0.0006733556298773691
2020-06-05,-0.0006577480490523968
2020-06-06,-0.0006109253065774804
