Date,SARON
2020-04-20,-0.006598451327433629
2020-04-21,-0.006615044247787611
2020-04-22,-0.006631637168141594
2020-04-23,-0.006648230088495575
2020-04-24,-0.006664823008849558
2020-04-25,-0.00668141592920354
2020-04-25,-0.00668141592920354
2020-04-25,-0.006548672566371682
2020-04-25,-0.006548672566371682
2020-04-26,-0.006714601769911505
2020-04-26,-0.006714601769911505
2020-04-26,-0.006581858407079646
2020-04-26,-0.006581858407079646
2020-04-27,-0.006585244717355969
2020-04-28,-0.0065886310276322925
2020-04-29,-0.0065920173379086155
2020-04-30,-0.006595403648184938
2020-05-01,-0.006598789958461261
2020-05-02,-0.006602176268737584
2020-05-03,-0.006605562579013907
2020-05-04,-0.00660894888929023
2020-05-05,-0.006612335199566553
2020-05-06,-0.006615721509842876
2020-05-07,-0.006619107820119198
2020-05-08,-0.006622494130395521
2020-05-09,-0.006625880440671844
2020-05-10,-0.006629266750948167
2020-05-11,-0.00663265306122449
2020-05-12,-0.0066360393715008134
2020-05-13,-0.0066394256817771365
2020-05-14,-0.006642811992053459
2020-05-15,-0.006646198302329782
2020-05-16,-0.006649584612606105
2020-05-17,-0.006652970922882428
2020-05-18,-0.006656357233158751
2020-05-19,-0.006659743543435074
2020-05-20,-0.006663129853711397
2020-05-21,-0.006666516163987719
2020-05-22,-0.006669902474264042
2020-05-23,-0.006673288784540365
2020-05-24,-0.006676675094816688
2020-05-25,-0.006680061405093011
2020-05-26,-0.006683447715369334
2020-05-27,-0.0066868340256456575
2020-05-28,-0.00669022033592198
2020-05-29,-0.006693606646198303
2020-05-30,-0.006696992956474626
2020-05-31,-0.006700379266750949
2020-06-01,-0.006703765577027272
2020-06-02,-0.006707151887303595
2020-06-03,-0.006710538197579918
2020-06-04,-0.00671392450785624
2020-06-05,-0.006717310818132563
2020-06-06,-0.006720697128408886
2020-06-07,-0.006724083438685209
2020-06-08,-0.006727469748961532
2020-06-09,-0.006730856059237855
2020-06-10,-0.0067342423695141785
2020-06-11,-0.006737628679790501
2020-06-12,-0.006741014990066824
2020-06-13,-0.006744401300343147
2020-06-14,-0.00674778761061947
2020-06-14,-0.006714601769911505
2020-06-14,-0.006714601769911505
2020-06-14,-0.00674778761061947
2020-06-14,-0.006581858407079646
2020-06-14,-0.006581858407079646
2020-06-15,-0.006615044247787611
2020-06-15,-0.006615044247787611
2020-06-16,-0.00668141592920354
2020-06-17,-0.00674778761061947
2020-06-17,-0.00674778761061947
2020-06-17,-0.006615044247787611
2020-06-17,-0.006615044247787611
2020-06-18,-0.006780973451327434
2020-06-18,-0.006780973451327434
2020-06-18,-0.006648230088495575
2020-06-18,-0.006648230088495575
2020-06-19,-0.006714601769911505
2020-06-20,-0.006780973451327434
2020-06-20,-0.006780973451327434
2020-06-21,-0.006814159292035399
2020-06-21,-0.006814159292035399
2020-06-21,-0.006648230088495575
2020-06-21,-0.006648230088495575
2020-06-22,-0.00668141592920354
2020-06-22,-0.00668141592920354
2020-06-23,-0.006700379266750949
2020-06-24,-0.006719342604298357
2020-06-25,-0.006738305941845765
2020-06-26,-0.006757269279393173
2020-06-27,-0.006776232616940582
2020-06-28,-0.00679519595448799
2020-06-29,-0.006814159292035399
2020-06-29,-0.006814159292035399
2020-06-29,-0.00668141592920354
2020-06-29,-0.00668141592920354
2020-06-30,-0.006847345132743363
2020-06-30,-0.006847345132743363
2020-06-30,-0.006714601769911505
2020-06-30,-0.006714601769911505
2020-07-01,-0.006780973451327434
2020-07-02,-0.006847345132743363
2020-07-02,-0.006847345132743363
2020-07-03,-0.0068805309734513275
2020-07-03,-0.0068805309734513275
2020-07-03,-0.006714601769911505
2020-07-04,-0.0068805309734513275
2020-07-04,-0.006714601769911505
2020-07-04,-0.00674778761061947
2020-07-05,-0.0068805309734513275
2020-07-05,-0.006913716814159292
2020-07-05,-0.00674778761061947
2020-07-05,-0.00674778761061947
2020-07-06,-0.006913716814159292
2020-07-06,-0.006913716814159292
2020-07-06,-0.00674778761061947
2020-07-06,-0.006780973451327434
2020-07-07,-0.006913716814159292
2020-07-07,-0.006946902654867257
2020-07-07,-0.006780973451327434
2020-07-07,-0.006780973451327434
2020-07-08,-0.006946902654867257
2020-07-08,-0.006946902654867257
2020-07-08,-0.006780973451327434
2020-07-08,-0.006814159292035399
2020-07-09,-0.006946902654867257
2020-07-09,-0.006980088495575221
2020-07-09,-0.006814159292035399
2020-07-09,-0.006814159292035399
2020-07-10,-0.006980088495575221
2020-07-10,-0.006980088495575221
2020-07-10,-0.006980088495575221
2020-07-10,-0.007013274336283186
2020-07-10,-0.006847345132743363
2020-07-10,-0.006814159292035399
2020-07-10,-0.006847345132743363
2020-07-10,-0.006847345132743363
2020-07-11,-0.007013274336283186
2020-07-11,-0.006847345132743363
2020-07-11,-0.0068805309734513275
2020-07-12,-0.007013274336283186
2020-07-12,-0.007013274336283186
2020-07-12,-0.0068805309734513275
2020-07-13,-0.007046460176991151
2020-07-13,-0.007046460176991151
2020-07-13,-0.0068805309734513275
2020-07-13,-0.0068805309734513275
2020-07-14,-0.006913716814159292
2020-07-14,-0.006913716814159292
2020-07-15,-0.006980088495575222
2020-07-16,-0.007046460176991151
2020-07-16,-0.007046460176991151
2020-07-17,-0.007079646017699115
2020-07-17,-0.007079646017699115
2020-07-17,-0.006913716814159292
2020-07-17,-0.006913716814159292
2020-07-18,-0.006946902654867257
2020-07-18,-0.006946902654867257
2020-07-19,-0.007079646017699115
2020-07-19,-0.007079646017699115
2020-07-20,-0.00711283185840708
2020-07-20,-0.00711283185840708
2020-07-20,-0.006946902654867257
2020-07-20,-0.006946902654867257
2020-07-21,-0.006980088495575221
2020-07-21,-0.006980088495575221
2020-07-22,-0.007006637168141593
2020-07-23,-0.007033185840707965
2020-07-24,-0.007059734513274336
2020-07-25,-0.007086283185840708
2020-07-26,-0.00711283185840708
2020-07-26,-0.00711283185840708
2020-07-26,-0.006980088495575221
2020-07-26,-0.006980088495575221
2020-07-27,-0.007146017699115045
2020-07-27,-0.007146017699115045
2020-07-27,-0.007013274336283186
2020-07-27,-0.007013274336283186
2020-07-28,-0.007035398230088496
2020-07-29,-0.007057522123893806
2020-07-30,-0.007079646017699115
2020-07-31,-0.007101769911504425
2020-08-01,-0.007123893805309735
2020-08-02,-0.007146017699115045
2020-08-02,-0.007146017699115045
2020-08-02,-0.007013274336283186
2020-08-02,-0.007013274336283186
2020-08-03,-0.0071792035398230095
2020-08-03,-0.0071792035398230095
2020-08-03,-0.007046460176991151
2020-08-03,-0.007046460176991151
2020-08-04,-0.007055941845764855
2020-08-05,-0.00706542351453856
2020-08-06,-0.007074905183312263
2020-08-07,-0.0070843868520859676
2020-08-08,-0.007093868520859672
2020-08-09,-0.007103350189633376
2020-08-10,-0.00711283185840708
2020-08-11,-0.007122313527180784
2020-08-12,-0.0071317951959544885
2020-08-13,-0.007141276864728193
2020-08-14,-0.007150758533501897
2020-08-15,-0.007160240202275601
2020-08-16,-0.007169721871049305
2020-08-17,-0.0071792035398230095
2020-08-17,-0.0071792035398230095
2020-08-17,-0.007046460176991151
2020-08-17,-0.007046460176991151
2020-08-18,-0.007146017699115045
2020-08-18,-0.007146017699115045
2020-08-18,-0.007013274336283186
2020-08-18,-0.007013274336283186
2020-08-19,-0.007057522123893806
2020-08-20,-0.007101769911504425
2020-08-21,-0.007146017699115045
2020-08-21,-0.007146017699115045
2020-08-21,-0.007013274336283186
2020-08-21,-0.007013274336283186
2020-08-22,-0.0071792035398230095
2020-08-22,-0.0071792035398230095
2020-08-22,-0.007046460176991151
2020-08-22,-0.007046460176991151
2020-08-23,-0.007055309734513275
2020-08-24,-0.007064159292035399
2020-08-25,-0.007073008849557523
2020-08-26,-0.007081858407079647
2020-08-27,-0.007090707964601771
2020-08-28,-0.007099557522123895
2020-08-29,-0.007108407079646019
2020-08-30,-0.007117256637168142
2020-08-31,-0.007126106194690266
2020-09-01,-0.00713495575221239
2020-09-02,-0.007143805309734514
2020-09-03,-0.007152654867256638
2020-09-04,-0.007161504424778762
2020-09-05,-0.007170353982300886
2020-09-06,-0.0071792035398230095
2020-09-06,-0.0071792035398230095
2020-09-06,-0.007046460176991151
2020-09-06,-0.007046460176991151
2020-09-07,-0.0072123893805309735
2020-09-07,-0.0072123893805309735
2020-09-07,-0.007079646017699115
2020-09-07,-0.007079646017699115
2020-09-08,-0.007089857045609258
2020-09-09,-0.007100068073519401
2020-09-10,-0.007110279101429544
2020-09-11,-0.007120490129339687
2020-09-12,-0.00713070115724983
2020-09-13,-0.0071409121851599726
2020-09-14,-0.007151123213070116
2020-09-15,-0.007161334240980258
2020-09-16,-0.007171545268890402
2020-09-17,-0.007181756296800544
2020-09-18,-0.007191967324710688
2020-09-19,-0.00720217835262083
2020-09-20,-0.0072123893805309735
2020-09-20,-0.0072123893805309735
2020-09-20,-0.007079646017699115
2020-09-20,-0.007079646017699115
2020-09-21,-0.007245575221238938
2020-09-21,-0.007245575221238938
2020-09-21,-0.00711283185840708
2020-09-21,-0.00711283185840708
2020-09-22,-0.007139380530973452
2020-09-23,-0.007165929203539824
2020-09-24,-0.007192477876106195
2020-09-25,-0.0072190265486725665
2020-09-26,-0.007245575221238938
2020-09-26,-0.007245575221238938
2020-09-26,-0.00711283185840708
2020-09-26,-0.00711283185840708
2020-09-27,-0.007278761061946902
2020-09-27,-0.007278761061946902
2020-09-27,-0.007146017699115045
2020-09-27,-0.007146017699115045
2020-09-28,-0.0071517891496729515
2020-09-29,-0.007157560600230858
2020-09-30,-0.007163332050788765
2020-10-01,-0.007169103501346672
2020-10-02,-0.007174874951904579
2020-10-03,-0.007180646402462486
2020-10-04,-0.007186417853020393
2020-10-05,-0.0071921893035782995
2020-10-06,-0.007197960754136206
2020-10-07,-0.007203732204694113
2020-10-08,-0.00720950365525202
2020-10-09,-0.007215275105809927
2020-10-10,-0.007221046556367834
2020-10-11,-0.007226818006925741
2020-10-12,-0.0072325894574836475
2020-10-13,-0.007238360908041554
2020-10-14,-0.007244132358599461
2020-10-15,-0.007249903809157368
2020-10-16,-0.007255675259715275
2020-10-17,-0.007261446710273182
2020-10-18,-0.007267218160831089
2020-10-19,-0.0072729896113889955
2020-10-20,-0.007278761061946902
2020-10-20,-0.007278761061946902
2020-10-20,-0.007146017699115045
2020-10-20,-0.007146017699115045
2020-10-21,-0.007311946902654867
2020-10-21,-0.007311946902654867
2020-10-21,-0.0071792035398230095
2020-10-21,-0.0071792035398230095
2020-10-22,-0.0071792035398230095
2020-10-23,-0.0071792035398230095
2020-10-24,-0.0071792035398230095
2020-10-25,-0.0071792035398230095
2020-10-26,-0.0071792035398230095
2020-10-27,-0.0071792035398230095
2020-10-28,-0.0071792035398230095
2020-10-29,-0.0071792035398230095
2020-10-30,-0.0071792035398230095
2020-10-31,-0.0071792035398230095
2020-11-01,-0.0071792035398230095
2020-11-02,-0.0071792035398230095
2020-11-03,-0.0071792035398230095
2020-11-04,-0.0071792035398230095
2020-11-05,-0.0071792035398230095
2020-11-06,-0.0071792035398230095
2020-11-07,-0.0071792035398230095
2020-11-08,-0.0071792035398230095
2020-11-09,-0.0071792035398230095
2020-11-10,-0.0071792035398230095
2020-11-11,-0.0071792035398230095
2020-11-12,-0.0071792035398230095
2020-11-13,-0.0071792035398230095
2020-11-14,-0.0071792035398230095
2020-11-15,-0.0071792035398230095
2020-11-16,-0.0071792035398230095
2020-11-17,-0.0071792035398230095
2020-11-18,-0.0071792035398230095
2020-11-19,-0.0071792035398230095
2020-11-20,-0.0071792035398230095
2020-11-21,-0.0071792035398230095
2020-11-22,-0.0071792035398230095
2020-11-23,-0.0071792035398230095
2020-11-24,-0.0071792035398230095
2020-11-25,-0.0071792035398230095
2020-11-26,-0.0071792035398230095
2020-11-27,-0.0071792035398230095
2020-11-28,-0.0071792035398230095
2020-11-29,-0.0071792035398230095
2020-11-30,-0.0071792035398230095
2020-12-01,-0.0071792035398230095
2020-12-02,-0.0071792035398230095
2020-12-03,-0.0071792035398230095
2020-12-04,-0.0071792035398230095
2020-12-04,-0.0071792035398230095
2020-12-05,-0.007345132743362832
2020-12-05,-0.007311946902654867
2020-12-05,-0.007311946902654867
2020-12-05,-0.007345132743362832
2020-12-05,-0.0072123893805309735
2020-12-05,-0.0072123893805309735
2020-12-06,-0.007220685840707964
2020-12-07,-0.007228982300884956
2020-12-08,-0.007237278761061947
2020-12-09,-0.007245575221238938
2020-12-10,-0.007253871681415929
2020-12-11,-0.007262168141592921
2020-12-12,-0.007270464601769912
2020-12-13,-0.007278761061946902
2020-12-14,-0.007287057522123894
2020-12-15,-0.007295353982300885
2020-12-16,-0.0073036504424778765
2020-12-17,-0.007311946902654867
2020-12-18,-0.007320243362831859
2020-12-19,-0.00732853982300885
2020-12-20,-0.007336836283185841
2020-12-21,-0.007345132743362832
2020-12-21,-0.007345132743362832
2020-12-21,-0.0072123893805309735
2020-12-21,-0.0072123893805309735
2020-12-22,-0.007311946902654867
2020-12-22,-0.007311946902654867
2020-12-22,-0.0071792035398230095
2020-12-22,-0.0071792035398230095
2020-12-23,-0.0071976401179941005
2020-12-24,-0.007216076696165192
2020-12-25,-0.007234513274336283
2020-12-26,-0.007252949852507375
2020-12-27,-0.007271386430678466
2020-12-28,-0.007289823008849558
2020-12-29,-0.007308259587020649
2020-12-30,-0.007326696165191741
2020-12-31,-0.007345132743362832
2020-12-31,-0.007311946902654867
2020-12-31,-0.007311946902654867
2020-12-31,-0.007345132743362832
2020-12-31,-0.0072123893805309735
2020-12-31,-0.0071792035398230095
2020-12-31,-0.0071792035398230095
2020-12-31,-0.0072123893805309735
2021-01-01,-0.007222600408441117
2021-01-02,-0.007232811436351259
2021-01-03,-0.007243022464261403
2021-01-04,-0.007253233492171545
2021-01-05,-0.007263444520081689
2021-01-06,-0.007273655547991831
2021-01-07,-0.0072838665759019745
2021-01-08,-0.007294077603812117
2021-01-09,-0.00730428863172226
2021-01-10,-0.007314499659632403
2021-01-11,-0.007324710687542546
2021-01-12,-0.007334921715452689
2021-01-13,-0.007345132743362832
2021-01-13,-0.007345132743362832
2021-01-13,-0.0072123893805309735
2021-01-13,-0.0072123893805309735
2021-01-14,-0.007378318584070797
2021-01-14,-0.007378318584070797
2021-01-14,-0.007245575221238938
2021-01-14,-0.007245575221238938
2021-01-15,-0.00724641008515612
2021-01-16,-0.007247244949073302
2021-01-17,-0.007248079812990483
2021-01-18,-0.007248914676907664
2021-01-19,-0.007249749540824846
2021-01-20,-0.007250584404742027
2021-01-21,-0.007251419268659209
2021-01-22,-0.0072522541325763905
2021-01-23,-0.007253088996493572
2021-01-24,-0.007253923860410754
2021-01-25,-0.0072547587243279345
2021-01-26,-0.007255593588245116
2021-01-27,-0.007256428452162298
2021-01-28,-0.007257263316079479
2021-01-29,-0.007258098179996661
2021-01-30,-0.007258933043913843
2021-01-31,-0.007259767907831024
2021-02-01,-0.007260602771748206
2021-02-02,-0.007261437635665387
2021-02-03,-0.007262272499582568
2021-02-04,-0.00726310736349975
2021-02-05,-0.0072639422274169314
2021-02-06,-0.007264777091334113
2021-02-07,-0.007265611955251295
2021-02-08,-0.007266446819168476
2021-02-09,-0.007267281683085657
2021-02-10,-0.007268116547002839
2021-02-11,-0.00726895141092002
2021-02-12,-0.007269786274837202
2021-02-13,-0.0072706211387543835
2021-02-14,-0.007271456002671565
2021-02-15,-0.007272290866588747
2021-02-16,-0.0072731257305059275
2021-02-17,-0.007273960594423109
2021-02-18,-0.007274795458340291
2021-02-19,-0.007275630322257472
2021-02-20,-0.007276465186174654
2021-02-21,-0.007277300050091836
2021-02-22,-0.007278134914009017
2021-02-23,-0.007278969777926198
2021-02-24,-0.00727980464184338
2021-02-25,-0.007280639505760561
2021-02-26,-0.007281474369677743
2021-02-27,-0.0072823092335949245
2021-02-28,-0.007283144097512106
2021-03-01,-0.007283978961429288
2021-03-02,-0.0072848138253464685
2021-03-03,-0.00728564868926365
2021-03-04,-0.007286483553180832
2021-03-05,-0.007287318417098013
2021-03-06,-0.007288153281015195
2021-03-07,-0.007288988144932377
2021-03-08,-0.007289823008849558
2021-03-09,-0.00729065787276674
2021-03-10,-0.007291492736683921
2021-03-11,-0.007292327600601102
2021-03-12,-0.007293162464518284
2021-03-13,-0.0072939973284354654
2021-03-14,-0.007294832192352647
2021-03-15,-0.007295667056269829
2021-03-16,-0.00729650192018701
2021-03-17,-0.007297336784104191
2021-03-18,-0.007298171648021373
2021-03-19,-0.007299006511938554
2021-03-20,-0.007299841375855736
2021-03-21,-0.0073006762397729175
2021-03-22,-0.007301511103690099
2021-03-23,-0.007302345967607281
2021-03-24,-0.0073031808315244615
2021-03-25,-0.007304015695441643
2021-03-26,-0.007304850559358825
2021-03-27,-0.007305685423276006
2021-03-28,-0.007306520287193188
2021-03-29,-0.00730735515111037
2021-03-30,-0.007308190015027551
2021-03-31,-0.007309024878944732
2021-04-01,-0.007309859742861914
2021-04-02,-0.007310694606779095
2021-04-03,-0.007311529470696277
2021-04-04,-0.0073123643346134585
2021-04-05,-0.00731319919853064
2021-04-06,-0.007314034062447822
2021-04-07,-0.007314868926365003
2021-04-08,-0.007315703790282184
2021-04-09,-0.007316538654199366
2021-04-10,-0.007317373518116547
2021-04-11,-0.007318208382033729
2021-04-12,-0.007319043245950911
2021-04-13,-0.007319878109868092
2021-04-14,-0.007320712973785274
2021-04-15,-0.007321547837702455
2021-04-16,-0.007322382701619636
2021-04-17,-0.007323217565536818
2021-04-18,-0.0073240524294539994
2021-04-19,-0.007324887293371181
2021-04-20,-0.007325722157288363
2021-04-21,-0.007326557021205544
2021-04-22,-0.007327391885122725
2021-04-23,-0.007328226749039907
2021-04-24,-0.007329061612957088
2021-04-25,-0.00732989647687427
2021-04-26,-0.0073307313407914515
2021-04-27,-0.007331566204708633
2021-04-28,-0.007332401068625815
2021-04-29,-0.0073332359325429955
2021-04-30,-0.007334070796460177
2021-05-01,-0.007334905660377359
2021-05-02,-0.00733574052429454
2021-05-03,-0.007336575388211722
2021-05-04,-0.007337410252128904
2021-05-05,-0.007338245116046085
2021-05-06,-0.007339079979963267
2021-05-07,-0.007339914843880448
2021-05-08,-0.007340749707797629
2021-05-09,-0.007341584571714811
2021-05-10,-0.0073424194356319925
2021-05-11,-0.007343254299549174
2021-05-12,-0.007344089163466356
2021-05-13,-0.007344924027383537
2021-05-14,-0.007345758891300718
2021-05-15,-0.0073465937552179
2021-05-16,-0.007347428619135081
2021-05-17,-0.007348263483052263
2021-05-18,-0.007349098346969445
2021-05-19,-0.007349933210886626
2021-05-20,-0.007350768074803808
2021-05-21,-0.007351602938720989
2021-05-22,-0.00735243780263817
2021-05-23,-0.007353272666555352
2021-05-24,-0.0073541075304725334
2021-05-25,-0.007354942394389715
2021-05-26,-0.007355777258306897
2021-05-27,-0.007356612122224078
2021-05-28,-0.007357446986141259
2021-05-29,-0.007358281850058441
2021-05-30,-0.007359116713975622
2021-05-31,-0.007359951577892804
2021-06-01,-0.0073607864418099855
2021-06-02,-0.007361621305727167
2021-06-03,-0.007362456169644349
2021-06-04,-0.0073632910335615295
2021-06-05,-0.007364125897478711
2021-06-06,-0.007364960761395893
2021-06-07,-0.007365795625313074
2021-06-08,-0.007366630489230256
2021-06-09,-0.007367465353147438
2021-06-10,-0.007368300217064619
2021-06-11,-0.007369135080981801
2021-06-12,-0.007369969944898982
2021-06-13,-0.007370804808816163
2021-06-14,-0.007371639672733345
2021-06-15,-0.0073724745366505265
2021-06-16,-0.007373309400567708
2021-06-17,-0.00737414426448489
2021-06-18,-0.007374979128402071
2021-06-19,-0.007375813992319252
2021-06-20,-0.007376648856236434
2021-06-21,-0.007377483720153615
2021-06-22,-0.007378318584070797
2021-06-22,-0.007378318584070797
2021-06-22,-0.007245575221238938
2021-06-22,-0.007245575221238938
2021-06-23,-0.007345132743362832
2021-06-23,-0.007345132743362832
2021-06-23,-0.0072123893805309735
2021-06-23,-0.0072123893805309735
2021-06-24,-0.0072234513274336285
2021-06-25,-0.007234513274336283
2021-06-26,-0.007245575221238938
2021-06-27,-0.007256637168141593
2021-06-28,-0.007267699115044248
2021-06-29,-0.007278761061946902
2021-06-30,-0.007289823008849557
2021-07-01,-0.007300884955752212
2021-07-02,-0.007311946902654867
2021-07-03,-0.007323008849557522
2021-07-04,-0.007334070796460177
2021-07-05,-0.007345132743362832
2021-07-05,-0.007345132743362832
2021-07-05,-0.0072123893805309735
2021-07-05,-0.0072123893805309735
2021-07-06,-0.007378318584070797
2021-07-06,-0.007378318584070797
2021-07-06,-0.007245575221238938
2021-07-06,-0.007245575221238938
2021-07-07,-0.007255786249149082
2021-07-08,-0.007265997277059224
2021-07-09,-0.007276208304969368
2021-07-10,-0.00728641933287951
2021-07-11,-0.0072966303607896535
2021-07-12,-0.007306841388699796
2021-07-13,-0.007317052416609939
2021-07-14,-0.007327263444520082
2021-07-15,-0.007337474472430225
2021-07-16,-0.007347685500340368
2021-07-17,-0.007357896528250511
2021-07-18,-0.007368107556160654
2021-07-19,-0.007378318584070797
2021-07-19,-0.007378318584070797
2021-07-19,-0.007245575221238938
2021-07-19,-0.007245575221238938
2021-07-20,-0.007345132743362832
2021-07-20,-0.007345132743362832
2021-07-20,-0.0072123893805309735
2021-07-20,-0.0072123893805309735
2021-07-21,-0.007222759955752212
2021-07-22,-0.007233130530973452
2021-07-23,-0.0072435011061946905
2021-07-24,-0.007253871681415929
2021-07-25,-0.007264242256637169
